model_date,Geo,Geo_Level,Freq,Incidents
2016-09-18,District E,police_district,weekly,72
2016-09-25,District A,police_district,weekly,40
2016-09-25,District B,police_district,weekly,85
2016-09-25,District C,police_district,weekly,64
2016-09-25,District D,police_district,weekly,77
2016-09-25,District E,police_district,weekly,80
2016-10-02,District A,police_district,weekly,48
2016-10-02,District B,police_district,weekly,58
2016-10-02,District C,police_district,weekly,62
2016-10-02,District D,police_district,weekly,63
2016-10-02,District E,police_district,weekly,62
2016-10-09,District A,police_district,weekly,35
2016-10-09,District B,police_district,weekly,54
2016-10-09,District C,police_district,weekly,46
2016-10-09,District D,police_district,weekly,54
2016-10-09,District E,police_district,weekly,87
2016-10-16,District A,police_district,weekly,33
2016-10-16,District B,police_district,weekly,66
2016-10-16,District C,police_district,weekly,63
2016-10-16,District D,police_district,weekly,67
2016-10-16,District E,police_district,weekly,75
2016-10-23,District A,police_district,weekly,41
2016-10-23,District B,police_district,weekly,48
2016-10-23,District C,police_district,weekly,48
2016-10-23,District D,police_district,weekly,69
2016-10-23,District E,police_district,weekly,77
2016-10-30,District A,police_district,weekly,31
2016-10-30,District B,police_district,weekly,68
2016-10-30,District C,police_district,weekly,59
2016-10-30,District D,police_district,weekly,82
2016-10-30,District E,police_district,weekly,71
2016-11-06,District A,police_district,weekly,45
2016-11-06,District B,police_district,weekly,55
2016-11-06,District C,police_district,weekly,66
2016-11-06,District D,police_district,weekly,61
2016-11-06,District E,police_district,weekly,76
2016-11-13,District A,police_district,weekly,40
2016-11-13,District B,police_district,weekly,56
2016-11-13,District C,police_district,weekly,60
2016-11-13,District D,police_district,weekly,86
2016-11-13,District E,police_district,weekly,82
2016-11-20,District A,police_district,weekly,43
2016-11-20,District B,police_district,weekly,62
2016-11-20,District C,police_district,weekly,58
2016-11-20,District D,police_district,weekly,50
2016-11-20,District E,police_district,weekly,68
2016-11-27,District A,police_district,weekly,40
2016-11-27,District B,police_district,weekly,66
2016-11-27,District C,police_district,weekly,50
2016-11-27,District D,police_district,weekly,81
2016-11-27,District E,police_district,weekly,80
2016-12-04,District A,police_district,weekly,36
2016-12-04,District B,police_district,weekly,59
2016-12-04,District C,police_district,weekly,62
2016-12-04,District D,police_district,weekly,65
2016-12-04,District E,police_district,weekly,62
2016-12-11,District A,police_district,weekly,25
2016-12-11,District B,police_district,weekly,62
2016-12-11,District C,police_district,weekly,59
2016-12-11,District D,police_district,weekly,71
2016-12-11,District E,police_district,weekly,73
2016-12-18,District A,police_district,weekly,29
2016-12-18,District B,police_district,weekly,46
2016-12-18,District C,police_district,weekly,55
2016-12-18,District D,police_district,weekly,74
2016-12-18,District E,police_district,weekly,58
2016-12-25,District A,police_district,weekly,34
2016-12-25,District B,police_district,weekly,53
2016-12-25,District C,police_district,weekly,50
2016-12-25,District D,police_district,weekly,61
2016-12-25,District E,police_district,weekly,57
2017-01-01,District A,police_district,weekly,35
2017-01-01,District B,police_district,weekly,51
2017-01-01,District C,police_district,weekly,49
2017-01-01,District D,police_district,weekly,64
2017-01-01,District E,police_district,weekly,51
2017-01-08,District A,police_district,weekly,33
2017-01-08,District B,police_district,weekly,46
2017-01-08,District C,police_district,weekly,50
2017-01-08,District D,police_district,weekly,51
2017-01-08,District E,police_district,weekly,47
2017-01-15,District A,police_district,weekly,41
2017-01-15,District B,police_district,weekly,45
2017-01-15,District C,police_district,weekly,58
2017-01-15,District D,police_district,weekly,65
2017-01-15,District E,police_district,weekly,63
2017-01-22,District A,police_district,weekly,37
2017-01-22,District B,police_district,weekly,45
2017-01-22,District C,police_district,weekly,66
2017-01-22,District D,police_district,weekly,63
2017-01-22,District E,police_district,weekly,66
2017-01-29,District A,police_district,weekly,32
2017-01-29,District B,police_district,weekly,46
2017-01-29,District C,police_district,weekly,38
2017-01-29,District D,police_district,weekly,53
2017-01-29,District E,police_district,weekly,51
2017-02-05,District A,police_district,weekly,30
2017-02-05,District B,police_district,weekly,53
2017-02-05,District C,police_district,weekly,51
2017-02-05,District D,police_district,weekly,45
2017-02-05,District E,police_district,weekly,46
2017-02-12,District A,police_district,weekly,25
2017-02-12,District B,police_district,weekly,58
2017-02-12,District C,police_district,weekly,38
2017-02-12,District D,police_district,weekly,45
2017-02-12,District E,police_district,weekly,64
2017-02-19,District A,police_district,weekly,34
2017-02-19,District B,police_district,weekly,47
2017-02-19,District C,police_district,weekly,42
2017-02-19,District D,police_district,weekly,48
2017-02-19,District E,police_district,weekly,69
2017-02-26,District A,police_district,weekly,33
2017-02-26,District B,police_district,weekly,38
2017-02-26,District C,police_district,weekly,42
2017-02-26,District D,police_district,weekly,58
2017-02-26,District E,police_district,weekly,56
2017-03-05,District A,police_district,weekly,25
2017-03-05,District B,police_district,weekly,48
2017-03-05,District C,police_district,weekly,51
2017-03-05,District D,police_district,weekly,51
2017-03-05,District E,police_district,weekly,61
2017-03-12,District A,police_district,weekly,23
2017-03-12,District B,police_district,weekly,48
2017-03-12,District C,police_district,weekly,38
2017-03-12,District D,police_district,weekly,49
2017-03-12,District E,police_district,weekly,42
2017-03-19,District A,police_district,weekly,33
2017-03-19,District B,police_district,weekly,43
2017-03-19,District C,police_district,weekly,44
2017-03-19,District D,police_district,weekly,69
2017-03-19,District E,police_district,weekly,69
2017-03-26,District A,police_district,weekly,23
2017-03-26,District B,police_district,weekly,51
2017-03-26,District C,police_district,weekly,59
2017-03-26,District D,police_district,weekly,53
2017-03-26,District E,police_district,weekly,76
2017-04-02,District A,police_district,weekly,32
2017-04-02,District B,police_district,weekly,58
2017-04-02,District C,police_district,weekly,46
2017-04-02,District D,police_district,weekly,62
2017-04-02,District E,police_district,weekly,60
2017-04-09,District A,police_district,weekly,32
2017-04-09,District B,police_district,weekly,79
2017-04-09,District C,police_district,weekly,59
2017-04-09,District D,police_district,weekly,58
2017-04-09,District E,police_district,weekly,66
2017-04-16,District A,police_district,weekly,41
2017-04-16,District B,police_district,weekly,43
2017-04-16,District C,police_district,weekly,54
2017-04-16,District D,police_district,weekly,71
2017-04-16,District E,police_district,weekly,72
2017-04-23,District A,police_district,weekly,39
2017-04-23,District B,police_district,weekly,65
2017-04-23,District C,police_district,weekly,46
2017-04-23,District D,police_district,weekly,79
2017-04-23,District E,police_district,weekly,70
2017-04-30,District A,police_district,weekly,42
2017-04-30,District B,police_district,weekly,44
2017-04-30,District C,police_district,weekly,60
2017-04-30,District D,police_district,weekly,71
2017-04-30,District E,police_district,weekly,51
2017-05-07,District A,police_district,weekly,32
2017-05-07,District B,police_district,weekly,56
2017-05-07,District C,police_district,weekly,63
2017-05-07,District D,police_district,weekly,73
2017-05-07,District E,police_district,weekly,72
2017-05-14,District A,police_district,weekly,32
2017-05-14,District B,police_district,weekly,58
2017-05-14,District C,police_district,weekly,52
2017-05-14,District D,police_district,weekly,82
2017-05-14,District E,police_district,weekly,63
2017-05-21,District A,police_district,weekly,25
2017-05-21,District B,police_district,weekly,51
2017-05-21,District C,police_district,weekly,59
2017-05-21,District D,police_district,weekly,75
2017-05-21,District E,police_district,weekly,60
2017-05-28,District A,police_district,weekly,30
2017-05-28,District B,police_district,weekly,73
2017-05-28,District C,police_district,weekly,45
2017-05-28,District D,police_district,weekly,79
2017-05-28,District E,police_district,weekly,86
2017-06-04,District A,police_district,weekly,39
2017-06-04,District B,police_district,weekly,54
2017-06-04,District C,police_district,weekly,66
2017-06-04,District D,police_district,weekly,76
2017-06-04,District E,police_district,weekly,85
2017-06-11,District A,police_district,weekly,43
2017-06-11,District B,police_district,weekly,63
2017-06-11,District C,police_district,weekly,76
2017-06-11,District D,police_district,weekly,72
2017-06-11,District E,police_district,weekly,83
2017-06-18,District A,police_district,weekly,46
2017-06-18,District B,police_district,weekly,62
2017-06-18,District C,police_district,weekly,68
2017-06-18,District D,police_district,weekly,71
2017-06-18,District E,police_district,weekly,88
2017-06-25,District A,police_district,weekly,42
2017-06-25,District B,police_district,weekly,64
2017-06-25,District C,police_district,weekly,63
2017-06-25,District D,police_district,weekly,66
2017-06-25,District E,police_district,weekly,70
2017-07-02,District A,police_district,weekly,36
2017-07-02,District B,police_district,weekly,57
2017-07-02,District C,police_district,weekly,73
2017-07-02,District D,police_district,weekly,71
2017-07-02,District E,police_district,weekly,72
2017-07-09,District A,police_district,weekly,34
2017-07-09,District B,police_district,weekly,68
2017-07-09,District C,police_district,weekly,57
2017-07-09,District D,police_district,weekly,86
2017-07-09,District E,police_district,weekly,81
2017-07-16,District A,police_district,weekly,52
2017-07-16,District B,police_district,weekly,60
2017-07-16,District C,police_district,weekly,59
2017-07-16,District D,police_district,weekly,78
2017-07-16,District E,police_district,weekly,74
2017-07-23,District A,police_district,weekly,34
2017-07-23,District B,police_district,weekly,68
2017-07-23,District C,police_district,weekly,62
2017-07-23,District D,police_district,weekly,86
2017-07-23,District E,police_district,weekly,69
2017-07-30,District A,police_district,weekly,36
2017-07-30,District B,police_district,weekly,81
2017-07-30,District C,police_district,weekly,66
2017-07-30,District D,police_district,weekly,89
2017-07-30,District E,police_district,weekly,79
2017-08-06,District A,police_district,weekly,38
2017-08-06,District B,police_district,weekly,73
2017-08-06,District C,police_district,weekly,55
2017-08-06,District D,police_district,weekly,86
2017-08-06,District E,police_district,weekly,83
2017-08-13,District A,police_district,weekly,43
2017-08-13,District B,police_district,weekly,80
2017-08-13,District C,police_district,weekly,85
2017-08-13,District D,police_district,weekly,81
2017-08-13,District E,police_district,weekly,86
2017-08-20,District A,police_district,weekly,49
2017-08-20,District B,police_district,weekly,64
2017-08-20,District C,police_district,weekly,69
2017-08-20,District D,police_district,weekly,79
2017-08-20,District E,police_district,weekly,83
2017-08-27,District A,police_district,weekly,46
2017-08-27,District B,police_district,weekly,75
2017-08-27,District C,police_district,weekly,69
2017-08-27,District D,police_district,weekly,78
2017-08-27,District E,police_district,weekly,87
2017-09-03,District A,police_district,weekly,45
2017-09-03,District B,police_district,weekly,67
2017-09-03,District C,police_district,weekly,53
2017-09-03,District D,police_district,weekly,65
2017-09-03,District E,police_district,weekly,64
2017-09-10,District A,police_district,weekly,31
2017-09-10,District B,police_district,weekly,66
2017-09-10,District C,police_district,weekly,62
2017-09-10,District D,police_district,weekly,79
2017-09-10,District E,police_district,weekly,84
2017-09-17,District A,police_district,weekly,47
2017-09-17,District B,police_district,weekly,72
2017-09-17,District C,police_district,weekly,60
2017-09-17,District D,police_district,weekly,78
2017-09-17,District E,police_district,weekly,71
2017-09-24,District A,police_district,weekly,38
2017-09-24,District B,police_district,weekly,59
2017-09-24,District C,police_district,weekly,70
2017-09-24,District D,police_district,weekly,67
2017-09-24,District E,police_district,weekly,79
2017-10-01,District A,police_district,weekly,39
2017-10-01,District B,police_district,weekly,69
2017-10-01,District C,police_district,weekly,70
2017-10-01,District D,police_district,weekly,89
2017-10-01,District E,police_district,weekly,74
2017-10-08,District A,police_district,weekly,39
2017-10-08,District B,police_district,weekly,60
2017-10-08,District C,police_district,weekly,62
2017-10-08,District D,police_district,weekly,73
2017-10-08,District E,police_district,weekly,74
2017-10-15,District A,police_district,weekly,30
2017-10-15,District B,police_district,weekly,59
2017-10-15,District C,police_district,weekly,65
2017-10-15,District D,police_district,weekly,71
2017-10-15,District E,police_district,weekly,91
2017-10-22,District A,police_district,weekly,41
2017-10-22,District B,police_district,weekly,70
2017-10-22,District C,police_district,weekly,55
2017-10-22,District D,police_district,weekly,74
2017-10-22,District E,police_district,weekly,75
2017-10-29,District A,police_district,weekly,36
2017-10-29,District B,police_district,weekly,73
2017-10-29,District C,police_district,weekly,68
2017-10-29,District D,police_district,weekly,64
2017-10-29,District E,police_district,weekly,68
2017-11-05,District A,police_district,weekly,35
2017-11-05,District B,police_district,weekly,54
2017-11-05,District C,police_district,weekly,49
2017-11-05,District D,police_district,weekly,59
2017-11-05,District E,police_district,weekly,56
2017-11-12,District A,police_district,weekly,24
2017-11-12,District B,police_district,weekly,54
2017-11-12,District C,police_district,weekly,60
2017-11-12,District D,police_district,weekly,80
2017-11-12,District E,police_district,weekly,78
2017-11-19,District A,police_district,weekly,33
2017-11-19,District B,police_district,weekly,52
2017-11-19,District C,police_district,weekly,55
2017-11-19,District D,police_district,weekly,73
2017-11-19,District E,police_district,weekly,57
2017-11-26,District A,police_district,weekly,40
2017-11-26,District B,police_district,weekly,71
2017-11-26,District C,police_district,weekly,49
2017-11-26,District D,police_district,weekly,88
2017-11-26,District E,police_district,weekly,78
2017-12-03,District A,police_district,weekly,29
2017-12-03,District B,police_district,weekly,56
2017-12-03,District C,police_district,weekly,46
2017-12-03,District D,police_district,weekly,71
2017-12-03,District E,police_district,weekly,71
2017-12-10,District A,police_district,weekly,28
2017-12-10,District B,police_district,weekly,43
2017-12-10,District C,police_district,weekly,49
2017-12-10,District D,police_district,weekly,47
2017-12-10,District E,police_district,weekly,69
2017-12-17,District A,police_district,weekly,39
2017-12-17,District B,police_district,weekly,55
2017-12-17,District C,police_district,weekly,40
2017-12-17,District D,police_district,weekly,74
2017-12-17,District E,police_district,weekly,67
2017-12-24,District A,police_district,weekly,27
2017-12-24,District B,police_district,weekly,51
2017-12-24,District C,police_district,weekly,35
2017-12-24,District D,police_district,weekly,45
2017-12-24,District E,police_district,weekly,50
2017-12-31,District A,police_district,weekly,27
2017-12-31,District B,police_district,weekly,52
2017-12-31,District C,police_district,weekly,51
2017-12-31,District D,police_district,weekly,60
2017-12-31,District E,police_district,weekly,74
2018-01-07,District A,police_district,weekly,28
2018-01-07,District B,police_district,weekly,38
2018-01-07,District C,police_district,weekly,44
2018-01-07,District D,police_district,weekly,57
2018-01-07,District E,police_district,weekly,81
2018-01-14,District A,police_district,weekly,26
2018-01-14,District B,police_district,weekly,61
2018-01-14,District C,police_district,weekly,35
2018-01-14,District D,police_district,weekly,62
2018-01-14,District E,police_district,weekly,61
2018-01-21,District A,police_district,weekly,38
2018-01-21,District B,police_district,weekly,48
2018-01-21,District C,police_district,weekly,50
2018-01-21,District D,police_district,weekly,54
2018-01-21,District E,police_district,weekly,71
2018-01-28,District A,police_district,weekly,27
2018-01-28,District B,police_district,weekly,56
2018-01-28,District C,police_district,weekly,46
2018-01-28,District D,police_district,weekly,63
2018-01-28,District E,police_district,weekly,63
2018-02-04,District A,police_district,weekly,34
2018-02-04,District B,police_district,weekly,52
2018-02-04,District C,police_district,weekly,40
2018-02-04,District D,police_district,weekly,65
2018-02-04,District E,police_district,weekly,62
2018-02-11,District A,police_district,weekly,30
2018-02-11,District B,police_district,weekly,50
2018-02-11,District C,police_district,weekly,46
2018-02-11,District D,police_district,weekly,68
2018-02-11,District E,police_district,weekly,49
2018-02-18,District A,police_district,weekly,29
2018-02-18,District B,police_district,weekly,54
2018-02-18,District C,police_district,weekly,54
2018-02-18,District D,police_district,weekly,58
2018-02-18,District E,police_district,weekly,54
2018-02-25,District A,police_district,weekly,32
2018-02-25,District B,police_district,weekly,43
2018-02-25,District C,police_district,weekly,45
2018-02-25,District D,police_district,weekly,71
2018-02-25,District E,police_district,weekly,63
2018-03-04,District A,police_district,weekly,29
2018-03-04,District B,police_district,weekly,34
2018-03-04,District C,police_district,weekly,39
2018-03-04,District D,police_district,weekly,55
2018-03-04,District E,police_district,weekly,77
2018-03-11,District A,police_district,weekly,35
2018-03-11,District B,police_district,weekly,55
2018-03-11,District C,police_district,weekly,44
2018-03-11,District D,police_district,weekly,53
2018-03-11,District E,police_district,weekly,69
2018-03-18,District A,police_district,weekly,37
2018-03-18,District B,police_district,weekly,57
2018-03-18,District C,police_district,weekly,42
2018-03-18,District D,police_district,weekly,61
2018-03-18,District E,police_district,weekly,73
2018-03-25,District A,police_district,weekly,32
2018-03-25,District B,police_district,weekly,44
2018-03-25,District C,police_district,weekly,35
2018-03-25,District D,police_district,weekly,67
2018-03-25,District E,police_district,weekly,54
2018-04-01,District A,police_district,weekly,27
2018-04-01,District B,police_district,weekly,55
2018-04-01,District C,police_district,weekly,41
2018-04-01,District D,police_district,weekly,56
2018-04-01,District E,police_district,weekly,77
2018-04-08,District A,police_district,weekly,27
2018-04-08,District B,police_district,weekly,66
2018-04-08,District C,police_district,weekly,39
2018-04-08,District D,police_district,weekly,45
2018-04-08,District E,police_district,weekly,63
2018-04-15,District A,police_district,weekly,31
2018-04-15,District B,police_district,weekly,46
2018-04-15,District C,police_district,weekly,39
2018-04-15,District D,police_district,weekly,51
2018-04-15,District E,police_district,weekly,67
2018-04-22,District A,police_district,weekly,35
2018-04-22,District B,police_district,weekly,63
2018-04-22,District C,police_district,weekly,72
2018-04-22,District D,police_district,weekly,70
2018-04-22,District E,police_district,weekly,89
2018-04-29,District A,police_district,weekly,39
2018-04-29,District B,police_district,weekly,66
2018-04-29,District C,police_district,weekly,59
2018-04-29,District D,police_district,weekly,57
2018-04-29,District E,police_district,weekly,84
2018-05-06,District A,police_district,weekly,27
2018-05-06,District B,police_district,weekly,55
2018-05-06,District C,police_district,weekly,61
2018-05-06,District D,police_district,weekly,65
2018-05-06,District E,police_district,weekly,69
2018-05-13,District A,police_district,weekly,38
2018-05-13,District B,police_district,weekly,59
2018-05-13,District C,police_district,weekly,54
2018-05-13,District D,police_district,weekly,75
2018-05-13,District E,police_district,weekly,70
2018-05-20,District A,police_district,weekly,40
2018-05-20,District B,police_district,weekly,65
2018-05-20,District C,police_district,weekly,67
2018-05-20,District D,police_district,weekly,70
2018-05-20,District E,police_district,weekly,88
2018-05-27,District A,police_district,weekly,37
2018-05-27,District B,police_district,weekly,59
2018-05-27,District C,police_district,weekly,76
2018-05-27,District D,police_district,weekly,84
2018-05-27,District E,police_district,weekly,81
2018-06-03,District A,police_district,weekly,31
2018-06-03,District B,police_district,weekly,65
2018-06-03,District C,police_district,weekly,48
2018-06-03,District D,police_district,weekly,82
2018-06-03,District E,police_district,weekly,97
2018-06-10,District A,police_district,weekly,43
2018-06-10,District B,police_district,weekly,53
2018-06-10,District C,police_district,weekly,65
2018-06-10,District D,police_district,weekly,63
2018-06-10,District E,police_district,weekly,83
2018-06-17,District A,police_district,weekly,45
2018-06-17,District B,police_district,weekly,73
2018-06-17,District C,police_district,weekly,54
2018-06-17,District D,police_district,weekly,83
2018-06-17,District E,police_district,weekly,91
2018-06-24,District A,police_district,weekly,42
2018-06-24,District B,police_district,weekly,58
2018-06-24,District C,police_district,weekly,68
2018-06-24,District D,police_district,weekly,85
2018-06-24,District E,police_district,weekly,63
2018-07-01,District A,police_district,weekly,46
2018-07-01,District B,police_district,weekly,81
2018-07-01,District C,police_district,weekly,60
2018-07-01,District D,police_district,weekly,71
2018-07-01,District E,police_district,weekly,90
2018-07-08,District A,police_district,weekly,40
2018-07-08,District B,police_district,weekly,78
2018-07-08,District C,police_district,weekly,72
2018-07-08,District D,police_district,weekly,84
2018-07-08,District E,police_district,weekly,78
2018-07-15,District A,police_district,weekly,52
2018-07-15,District B,police_district,weekly,69
2018-07-15,District C,police_district,weekly,82
2018-07-15,District D,police_district,weekly,78
2018-07-15,District E,police_district,weekly,94
2018-07-22,District A,police_district,weekly,34
2018-07-22,District B,police_district,weekly,59
2018-07-22,District C,police_district,weekly,77
2018-07-22,District D,police_district,weekly,61
2018-07-22,District E,police_district,weekly,80
2018-07-29,District A,police_district,weekly,49
2018-07-29,District B,police_district,weekly,84
2018-07-29,District C,police_district,weekly,58
2018-07-29,District D,police_district,weekly,92
2018-07-29,District E,police_district,weekly,82
2018-08-05,District A,police_district,weekly,49
2018-08-05,District B,police_district,weekly,70
2018-08-05,District C,police_district,weekly,72
2018-08-05,District D,police_district,weekly,83
2018-08-05,District E,police_district,weekly,79
2018-08-12,District A,police_district,weekly,49
2018-08-12,District B,police_district,weekly,65
2018-08-12,District C,police_district,weekly,51
2018-08-12,District D,police_district,weekly,76
2018-08-12,District E,police_district,weekly,88
2018-08-19,District A,police_district,weekly,30
2018-08-19,District B,police_district,weekly,74
2018-08-19,District C,police_district,weekly,79
2018-08-19,District D,police_district,weekly,81
2018-08-19,District E,police_district,weekly,95
2018-08-26,District A,police_district,weekly,41
2018-08-26,District B,police_district,weekly,68
2018-08-26,District C,police_district,weekly,86
2018-08-26,District D,police_district,weekly,85
2018-08-26,District E,police_district,weekly,87
2018-09-02,District A,police_district,weekly,41
2018-09-02,District B,police_district,weekly,84
2018-09-02,District C,police_district,weekly,64
2018-09-02,District D,police_district,weekly,78
2018-09-02,District E,police_district,weekly,92
2018-09-09,District A,police_district,weekly,30
2018-09-09,District B,police_district,weekly,55
2018-09-09,District C,police_district,weekly,55
2018-09-09,District D,police_district,weekly,71
2018-09-09,District E,police_district,weekly,67
2018-09-16,District A,police_district,weekly,42
2018-09-16,District B,police_district,weekly,56
2018-09-16,District C,police_district,weekly,71
2018-09-16,District D,police_district,weekly,74
2018-09-16,District E,police_district,weekly,81
2018-09-23,District A,police_district,weekly,39
2018-09-23,District B,police_district,weekly,69
2018-09-23,District C,police_district,weekly,57
2018-09-23,District D,police_district,weekly,89
2018-09-23,District E,police_district,weekly,81
2018-09-30,District A,police_district,weekly,44
2018-09-30,District B,police_district,weekly,68
2018-09-30,District C,police_district,weekly,52
2018-09-30,District D,police_district,weekly,82
2018-09-30,District E,police_district,weekly,70
2018-10-07,District A,police_district,weekly,41
2018-10-07,District B,police_district,weekly,67
2018-10-07,District C,police_district,weekly,50
2018-10-07,District D,police_district,weekly,76
2018-10-07,District E,police_district,weekly,86
2018-10-14,District A,police_district,weekly,36
2018-10-14,District B,police_district,weekly,47
2018-10-14,District C,police_district,weekly,61
2018-10-14,District D,police_district,weekly,55
2018-10-14,District E,police_district,weekly,65
2018-10-21,District A,police_district,weekly,37
2018-10-21,District B,police_district,weekly,55
2018-10-21,District C,police_district,weekly,43
2018-10-21,District D,police_district,weekly,68
2018-10-21,District E,police_district,weekly,68
2018-10-28,District A,police_district,weekly,28
2018-10-28,District B,police_district,weekly,59
2018-10-28,District C,police_district,weekly,43
2018-10-28,District D,police_district,weekly,68
2018-10-28,District E,police_district,weekly,80
2018-11-04,District A,police_district,weekly,36
2018-11-04,District B,police_district,weekly,52
2018-11-04,District C,police_district,weekly,41
2018-11-04,District D,police_district,weekly,73
2018-11-04,District E,police_district,weekly,62
2018-11-11,District A,police_district,weekly,26
2018-11-11,District B,police_district,weekly,46
2018-11-11,District C,police_district,weekly,50
2018-11-11,District D,police_district,weekly,63
2018-11-11,District E,police_district,weekly,61
2018-11-18,District A,police_district,weekly,32
2018-11-18,District B,police_district,weekly,38
2018-11-18,District C,police_district,weekly,41
2018-11-18,District D,police_district,weekly,59
2018-11-18,District E,police_district,weekly,55
2018-11-25,District A,police_district,weekly,38
2018-11-25,District B,police_district,weekly,57
2018-11-25,District C,police_district,weekly,57
2018-11-25,District D,police_district,weekly,68
2018-11-25,District E,police_district,weekly,75
2018-12-02,District A,police_district,weekly,35
2018-12-02,District B,police_district,weekly,51
2018-12-02,District C,police_district,weekly,48
2018-12-02,District D,police_district,weekly,67
2018-12-02,District E,police_district,weekly,51
2018-12-09,District A,police_district,weekly,31
2018-12-09,District B,police_district,weekly,50
2018-12-09,District C,police_district,weekly,43
2018-12-09,District D,police_district,weekly,62
2018-12-09,District E,police_district,weekly,56
2018-12-16,District A,police_district,weekly,38
2018-12-16,District B,police_district,weekly,47
2018-12-16,District C,police_district,weekly,57
2018-12-16,District D,police_district,weekly,71
2018-12-16,District E,police_district,weekly,58
2018-12-23,District A,police_district,weekly,21
2018-12-23,District B,police_district,weekly,39
2018-12-23,District C,police_district,weekly,50
2018-12-23,District D,police_district,weekly,48
2018-12-23,District E,police_district,weekly,53
2018-12-30,District A,police_district,weekly,32
2018-12-30,District B,police_district,weekly,49
2018-12-30,District C,police_district,weekly,66
2018-12-30,District D,police_district,weekly,50
2018-12-30,District E,police_district,weekly,62
2019-01-06,District A,police_district,weekly,20
2019-01-06,District B,police_district,weekly,44
2019-01-06,District C,police_district,weekly,51
2019-01-06,District D,police_district,weekly,57
2019-01-06,District E,police_district,weekly,48
2019-01-13,District A,police_district,weekly,29
2019-01-13,District B,police_district,weekly,45
2019-01-13,District C,police_district,weekly,40
2019-01-13,District D,police_district,weekly,59
2019-01-13,District E,police_district,weekly,62
2019-01-20,District A,police_district,weekly,19
2019-01-20,District B,police_district,weekly,41
2019-01-20,District C,police_district,weekly,42
2019-01-20,District D,police_district,weekly,39
2019-01-20,District E,police_district,weekly,53
2019-01-27,District A,police_district,weekly,18
2019-01-27,District B,police_district,weekly,37
2019-01-27,District C,police_district,weekly,40
2019-01-27,District D,police_district,weekly,41
2019-01-27,District E,police_district,weekly,42
2019-02-03,District A,police_district,weekly,26
2019-02-03,District B,police_district,weekly,60
2019-02-03,District C,police_district,weekly,35
2019-02-03,District D,police_district,weekly,52
2019-02-03,District E,police_district,weekly,59
2019-02-10,District A,police_district,weekly,42
2019-02-10,District B,police_district,weekly,42
2019-02-10,District C,police_district,weekly,38
2019-02-10,District D,police_district,weekly,62
2019-02-10,District E,police_district,weekly,56
2019-02-17,District A,police_district,weekly,33
2019-02-17,District B,police_district,weekly,48
2019-02-17,District C,police_district,weekly,44
2019-02-17,District D,police_district,weekly,43
2019-02-17,District E,police_district,weekly,55
2019-02-24,District A,police_district,weekly,25
2019-02-24,District B,police_district,weekly,43
2019-02-24,District C,police_district,weekly,37
2019-02-24,District D,police_district,weekly,52
2019-02-24,District E,police_district,weekly,53
2019-03-03,District A,police_district,weekly,16
2019-03-03,District B,police_district,weekly,40
2019-03-03,District C,police_district,weekly,27
2019-03-03,District D,police_district,weekly,32
2019-03-03,District E,police_district,weekly,53
2019-03-10,District A,police_district,weekly,21
2019-03-10,District B,police_district,weekly,53
2019-03-10,District C,police_district,weekly,46
2019-03-10,District D,police_district,weekly,45
2019-03-10,District E,police_district,weekly,60
2019-03-17,District A,police_district,weekly,25
2019-03-17,District B,police_district,weekly,45
2019-03-17,District C,police_district,weekly,38
2019-03-17,District D,police_district,weekly,49
2019-03-17,District E,police_district,weekly,59
2019-03-24,District A,police_district,weekly,25
2019-03-24,District B,police_district,weekly,38
2019-03-24,District C,police_district,weekly,38
2019-03-24,District D,police_district,weekly,64
2019-03-24,District E,police_district,weekly,60
2019-03-31,District A,police_district,weekly,27
2019-03-31,District B,police_district,weekly,42
2019-03-31,District C,police_district,weekly,42
2019-03-31,District D,police_district,weekly,53
2019-03-31,District E,police_district,weekly,79
2019-04-07,District A,police_district,weekly,33
2019-04-07,District B,police_district,weekly,45
2019-04-07,District C,police_district,weekly,53
2019-04-07,District D,police_district,weekly,57
2019-04-07,District E,police_district,weekly,61
2019-04-14,District A,police_district,weekly,30
2019-04-14,District B,police_district,weekly,43
2019-04-14,District C,police_district,weekly,50
2019-04-14,District D,police_district,weekly,50
2019-04-14,District E,police_district,weekly,63
2019-04-21,District A,police_district,weekly,29
2019-04-21,District B,police_district,weekly,43
2019-04-21,District C,police_district,weekly,34
2019-04-21,District D,police_district,weekly,52
2019-04-21,District E,police_district,weekly,63
2019-04-28,District A,police_district,weekly,23
2019-04-28,District B,police_district,weekly,47
2019-04-28,District C,police_district,weekly,55
2019-04-28,District D,police_district,weekly,52
2019-04-28,District E,police_district,weekly,54
2019-05-05,District A,police_district,weekly,28
2019-05-05,District B,police_district,weekly,46
2019-05-05,District C,police_district,weekly,46
2019-05-05,District D,police_district,weekly,57
2019-05-05,District E,police_district,weekly,57
2019-05-12,District A,police_district,weekly,29
2019-05-12,District B,police_district,weekly,57
2019-05-12,District C,police_district,weekly,42
2019-05-12,District D,police_district,weekly,61
2019-05-12,District E,police_district,weekly,65
2019-05-19,District A,police_district,weekly,42
2019-05-19,District B,police_district,weekly,59
2019-05-19,District C,police_district,weekly,46
2019-05-19,District D,police_district,weekly,59
2019-05-19,District E,police_district,weekly,70
2019-05-26,District A,police_district,weekly,41
2019-05-26,District B,police_district,weekly,61
